--->[dump window] (), time:2022-07-15 17:13:36
[ERROR] panel is close, time:2022-07-15 17:13:36
DumpFrameStart
16666666
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
329947863697	329965597113	329954383238
329981868197	330014906905	329989041363
330012197447	330031533322	330019288072
330042466822	330064866697	330051161488
330065147488	330081559447	330072962280
330085810697	330114912697	330093671447
330112569530	330131526697	330121212280
330132479947	330148198822	330141803322
330175417405	330214877447	330183241030
330199589030	330231593072	330213114655
330224759822	330248564113	330231544572
330277587780	330298204072	330291231405
330313341863	330331518447	330317078613
330331757238	330348197405	330337991405
330346079488	330364852030	330353983572
330366529072	330381573030	330374553863
330383461947	330414986197	330391187447
330398308405	330431532988	330404694988
330415180280	330448244197	330421443197
330435566655	330464896322	330443938030
330454145822	330481547072	330461430405
330468307238	330498281863	330477450905
330494304030	330514887363	330499911447
330514649947	330531537405	330520564113
330534181447	330564877780	330539813072
330545826905	330581526655	330552025530
330570971488	330600651947	330576036697
330604909863	330631512780	330609824947
330619709947	330648255530	330625578364
330644294072	330666911989	330649570030
